MN,HD,HR,HIP,Gl,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,GalLonJ2000,GalLatJ2000,pmRA,pmDec,RadVel,Distance,Vmag,Vmag_min,Vmag_max,B-V,SpType,Luminosity,XJ2000,YJ2000,ZJ2000,VXJ2000,VYJ2000,VZJ2000,Primary,MultipleID,IsMultiple,IsVariable
244,177716,7234,93864,GJ 9643,τ Sgr,40 Sgr/40Tau Sgr/GJ 9643/HD 177716/HIP 93864/HR 7234/HYG 93568/MN 244/τ Sgr,,τ Sgr,40 Sgr,Sgr,19.11567,-27.670423,9.333941245613474,-15.36853380920716,-50.79,-250.51,45.4,37.2856,3.32,,,1.169,K1/K2III,56.91149576288411,9.508483,-31.623153,-17.31506,-3.01e-06,-2.189e-05,-6.166e-05,93569,,0,0
245,27256,1336,19780,,α Ret,Alp Ret/HD 27256/HIP 19780/HR 1336/HYG 19730/MN 245/α Ret,,α Ret,,Ret,4.240404,-62.473858,274.3142227643783,-41.65349178633429,41.64,49.72,36.0,49.554,3.33,,,0.915,G7III,99.54054173515264,10.180685,20.514413,-43.944776,3.31e-06,2.918e-05,-2.713e-05,19730,,0,0
246,97633,4359,54879,,Chertan,70 Leo/70The Leo/Chertan/HD 97633/HIP 54879/HR 4359/HYG 54717/MN 246/θ Leo,Chertan,θ Leo,70 Leo,Leo,11.237335,15.42957,235.37222998828912,64.58496611190637,-59.01,-79.37,8.0,50.6073,3.33,,,-0.003,A2V,103.8484455008274,-47.814213,9.675761,13.464276,-9.94e-06,1.678e-05,-1.659e-05,54718,,0,0
247,63700,3045,38170,,Azmidi,7 Pup/7Xi Pup/Azmidi/HD 63700/HIP 38170/HR 3045/HYG 38062/MN 247/ξ Pup,Azmidi,ξ Pup,7 Pup,Pup,7.821571,-24.859786,241.4550358454347,0.5730762520621925,-5.56,-0.71,3.0,367.6471,3.34,,,1.218,G6Ia,5430.002130657378,-153.118527,296.362603,-154.558514,7.77e-06,6.55e-06,-2.44e-06,38062,,0,0
248,11415,542,8886,,Segin,45 Cas/45Eps Cas/HD 11415/HIP 8886/HR 542/HYG 8867/MN 248/Segin/ε Cas,Segin,ε Cas,45 Cas,Cas,1.906584,63.670101,129.8450504584621,1.6465630968274931,31.98,-18.66,-8.0,126.2626,3.35,,,-0.15,B2pvar,634.453795775715,49.169644,26.806887,113.163436,-3.57e-06,2.035e-05,-1.24e-05,8867,,0,0
249,35411,1788,25281,,η Ori,28 Ori/28Eta Ori/HD 35411/HIP 25281/HR 1788/HYG 25218/MN 249/η Ori,,η Ori,28 Ori,Ori,5.407949,-2.397146,204.86573820321593,-20.391584525387263,-0.54,-3.21,20.0,299.4012,3.35,3.589,3.319,-0.24,B1V + B2,3567.7958828856267,46.180743,295.55322,-12.522729,3.9e-06,1.988e-05,-5.51e-06,25218,,0,1
250,48737,2484,32362,Gl 242,Alzirr,31 Gem/31Xi Gem/Alzirr/Gl 242/HD 48737/HIP 32362/HR 2484/HYG 32276/MN 250/ξ Gem,Alzirr,ξ Gem,31 Gem,Gem,6.754824,12.895591,200.7393663738406,4.501939131724208,-115.16,-190.91,30.0,17.9986,3.35,,,0.443,F5IV,12.894366199598707,-3.444569,17.203451,4.0169,3.25e-06,3.494e-05,-9.39e-06,32276,,0,0
251,71369,3323,41704,,Muscida,1 UMa/1Omi UMa/HD 71369/HIP 41704/HR 3323/HYG 41586/MN 251/Muscida/ο UMa,Muscida,ο UMa,1 UMa,UMa,8.504431,60.718169,155.97638095161838,35.427005852524786,-134.31,-107.73,20.0,54.9149,3.35,,,0.856,G4II-III,120.00518202042646,-16.37548,21.290022,47.898272,6.99e-06,4.956e-05,3.81e-06,41586,,0,0
252,182640,7377,95501,Gl 760,δ Aql,30 Aql/30Del Aql/Gl 760/HD 182640/HIP 95501/HR 7377/HYG 95206/MN 252/δ Aql,,δ Aql,30 Aql,Aql,19.424972,3.114775,39.61876392682645,-6.131427250141413,253.06,80.67,-29.9,15.5255,3.36,,,0.319,F0IV,9.50604793656281,5.650026,-14.436012,0.843584,6.49e-06,3.568e-05,4.4e-06,95207,,0,0
253,136504,5708,75264,,ε Lup,Eps Lup/HD 136504/HIP 75264/HR 5708/HYG 75034/MN 253/ε Lup,,ε Lup,,Lup,15.378021,-44.689622,329.22794342538793,10.322747018611151,-20.25,-20.13,8.0,156.9859,3.37,,,-0.191,B2IV-V,962.941712971556,-70.733584,-86.328198,-110.402888,-8.78e-06,1.36e-05,-1.664e-05,75035,,0,0
254,74874,3482,43109,,Ashlesha,11 Hya/11Eps Hya/Ashlesha/HD 74874/HIP 43109/HR 3482/HYG 42990/MN 254/ε Hya,Ashlesha,ε Hya,11 Hya,Hya,8.779587,6.418809,220.71829533055688,28.5227916747092,-231.04,-40.17,36.0,39.6354,3.38,3.39,3.37,0.685,G0III-IV,60.81350012787179,-26.198413,29.410867,4.431082,8.24e-06,5.749e-05,-3.55e-06,42990,,0,1
255,118098,5107,66249,GJ 3792,Heze,79 Vir/79Zet Vir/GJ 3792/HD 118098/HIP 66249/HR 5107/HYG 66039/Heze/MN 255/ζ Vir,Heze,ζ Vir,79 Vir,Vir,13.57822,-0.59582,325.2459530363397,60.38837691297058,-278.89,48.56,-13.2,22.7118,3.38,,,0.114,A3V,19.971008660281843,-20.799365,-9.118725,-0.236175,-2e-08,3.352e-05,5.49e-06,66040,,0,0
256,36861,1879,26207,,Meissa,39 Ori/39Lam Ori/HD 36861/HIP 26207/HR 1879/HYG 26142/MN 256/Meissa/λ Ori,Meissa,λ Ori,39 Ori,Ori,5.585633,9.934158,195.05189918288255,-11.99505495430818,-1.03,-1.86,34.0,336.7003,3.39,,,-0.16,O...,4349.106072324538,35.907504,329.702779,58.086365,5.44e-06,3.439e-05,3.01e-06,26142,,0,0
257,89388,4050,50371,,HD 89388,HD 89388/HIP 50371/HR 4050/HYG 50229/MN 257,,,,Car,10.28472,-61.332304,285.4815275734021,-3.805100682680076,-24.25,6.38,8.0,201.6129,3.39,3.401,3.381,1.541,K3II,1560.270868693062,-87.13034,41.987831,-176.898605,1.82e-06,2.543e-05,-4.19e-06,50229,,0,1
258,112300,4910,63090,,Minelauva,43 Vir/43Del Vir/HD 112300/HIP 63090/HR 4910/HYG 62889/MN 258/Minelauva/δ Vir,Minelauva,δ Vir,43 Vir,Vir,12.926725,3.39747,305.51367879999617,66.24833387788576,-471.44,-52.81,-18.0,60.8273,3.39,,,1.571,M3III,141.90575216890926,-58.94191,-14.587593,3.604756,-1.646e-05,0.00013914,-1.664e-05,62890,,0,0
259,210745,8465,109492,,ζ Cep,21 Cep/21Zet Cep/HD 210745/HIP 109492/HR 8465/HYG 109145/MN 259/ζ Cep,,ζ Cep,21 Cep,Cep,22.180908,58.201261,103.06244271562748,1.665309248130224,13.35,4.49,-18.0,256.4103,3.39,3.418,3.378,1.558,K1Ibv SB,2523.480772480573,120.077626,-61.940455,217.924077,-5.23e-06,2.137e-05,-1.271e-05,109146,,0,1
260,28319,1412,20894,,Chamukuy,78 Tau/78The2Tau/Chamukuy/HD 28319/HIP 20894/HR 1412/HYG 20842/MN 260/θ2 Tau,Chamukuy,θ2 Tau,78 Tau,Tau,4.477705,15.870883,180.34754945457215,-22.010433832751502,108.66,-26.39,40.0,46.1042,3.4,3.411,3.391,0.179,A7III,80.83510373900673,17.209733,40.871602,12.608233,-6.49e-06,4.718e-05,5.51e-06,20842,,0,1
261,0,0,0,Gl 656.1B,Gl 656.1B,Gl 656.1B/HYG 119126/MN 261,,,,Oph,17.172783,-15.726921,6.718176024036798,14.00893204633316,36.81,92.98,0.0,25.7931,3.4,,,0.0,A3 V,25.304630494613964,-5.334832,-24.247587,-6.991291,3.82e-06,-4.07e-06,1.119e-05,83755,Gl 656.1,1,0
262,9053,429,6867,,γ Phe,Gam Phe/HD 9053/HIP 6867/HR 429/HYG 6853/MN 262/γ Phe,,γ Phe,,Phe,1.472759,-43.318234,280.5270104398557,-72.16738867202316,-18.21,-207.71,26.0,71.6332,3.41,3.478,3.388,1.542,K5II-III,193.37485452952552,48.291055,19.600485,-49.144111,-2.555e-05,-1.719e-05,-7.072e-05,6853,,0,1
263,25204,1239,18724,,λ Tau,35 Tau/35Lam Tau/HD 25204/HIP 18724/HR 1239/HYG 18677/MN 263/λ Tau,,λ Tau,35 Tau,Tau,4.011338,12.490347,178.37176258832915,-29.375643395103225,-8.15,-11.98,18.0,148.368,3.41,3.493,3.393,-0.099,B3V + A,829.468695095263,72.055648,125.663969,32.088342,1.495e-05,1.429e-05,-4.43e-06,18677,,0,1
264,120307,5190,67464,,ν Cen,HD 120307/HIP 67464/HR 5190/HYG 67250/MN 264/Nu Cen/ν Cen,,ν Cen,,Cen,13.825078,-41.687709,314.4138634054991,19.885794649229005,-26.01,-20.38,9.0,133.8688,3.41,3.427,3.397,-0.225,B2IV,674.8387308707573,-88.774682,-45.96956,-89.0322,-6.05e-06,1.587e-05,-1.6e-05,67251,,0,1
265,134505,5649,74395,GJ 9512A,ζ Lup,GJ 9512A/HD 134505/HIP 74395/HR 5649/HYG 74166/MN 265/Zet Lup/ζ Lup,,ζ Lup,,Lup,15.20476,-52.099247,323.75898938715665,4.983824279989552,-113.94,-71.0,-10.0,35.9712,3.41,,,0.918,G8III,48.75284901033863,-14.765283,-16.43956,-28.383941,-4.06e-06,2.522e-05,4.6e-07,74167,GJ 9512,1,0
266,198149,7957,102422,Gl 807,η Cep,3 Cep/3Eta Cep/Gl 807/HD 198149/HIP 102422/HR 7957/HYG 102090/MN 266/η Cep,,η Cep,3 Cep,Cep,20.754811,61.838782,97.86824229850258,11.643619485699608,86.08,817.89,-86.8,14.2653,3.41,,,0.912,K0IV,7.663020722739192,4.44524,-5.055924,12.575933,-5.612e-05,7.285e-05,-5.157e-05,102091,,0,0
267,214923,8634,112029,,Homam,42 Peg/42Zet Peg/HD 214923/HIP 112029/HR 8634/HYG 111675/Homam/MN 267/ζ Peg,Homam,ζ Peg,42 Peg,Peg,22.691033,10.831364,78.8587228879998,-40.66213117436695,77.38,-10.98,7.0,62.6566,3.41,,,-0.086,B8.5V,147.91083881682073,57.962157,-20.678728,11.774377,1.511e-05,1.956e-05,-1.93e-06,111676,,0,0
268,11443,544,8796,Gl 78.1,Mothallah,2 Tri/2Alp Tri/Gl 78.1/HD 11443/HIP 8796/HR 544/HYG 8777/MN 268/Mothallah/α Tri,Mothallah,α Tri,2 Tri,Tri,1.884696,29.578829,138.64242711830553,-31.405390116405968,12.02,-233.69,-16.2,19.4175,3.42,3.429,3.409,0.488,F6IV,14.073431383183484,14.872602,7.99818,9.584806,-3.66e-06,-6.9e-07,-2.731e-05,8777,,0,1
269,143118,5948,78384,,η Lup,Eta Lup/HD 143118/HIP 78384/HR 5948/HYG 78147/MN 269/η Lup,,η Lup,,Lup,16.002036,-38.396706,338.7739349975292,11.008958178240212,-16.58,-27.06,8.0,135.5014,3.42,,,-0.206,B2.5IV,685.488226452662,-53.049208,-91.997111,-84.160334,-7.12e-06,9.45e-06,-1.901e-05,78148,,0,0
270,161797,6623,86974,Gl 695A,μ Her,86 Her/86Mu Her/Gl 695A/HD 161797/HIP 86974/HR 6623/HYG 86704/MN 270/μ Her,,μ Her,86 Her,Her,17.774319,27.720676,52.43862444226573,25.626109911825772,-291.42,-750.0,-16.7,8.3105,3.42,,,0.75,G5IV,2.5775078699705363,-0.434406,-7.3437,3.865655,-1.166e-05,1.75e-06,-3.469e-05,86705,Gl 695,1,0
271,197051,7913,102395,,β Pav,Bet Pav/HD 197051/HIP 102395/HR 7913/HYG 102063/MN 271/β Pav,,β Pav,,Pav,20.749314,-66.203212,328.9625223846806,-36.008628320343355,-42.4,10.57,10.0,41.425,3.42,,,0.163,A5IV,64.0324324468947,11.018527,-12.568841,-37.903223,-2.4e-06,-1.018e-05,-8.5e-06,102064,,0,0
272,79351,3659,45080,,HD 79351,HD 79351/HIP 45080/HR 3659/HYG 44952/MN 272,,,,Car,9.182804,-58.966896,277.69067008447524,-7.372637613774921,-17.67,14.14,23.0,136.9863,3.43,3.444,3.424,-0.19,B2IV,693.7452139421235,-52.268405,47.490561,-117.37957,-7.04e-06,2.225e-05,-1.532e-05,44952,,0,1
273,89025,4031,50335,,Adhafera,36 Leo/36Zet Leo/Adhafera/HD 89025/HIP 50335/HR 4031/HYG 50193/MN 273/ζ Leo,Adhafera,ζ Leo,36 Leo,Leo,10.278171,23.417311,210.2277650061198,54.95496510268466,19.84,-7.3,-16.0,84.0336,3.43,,,0.307,F0III,261.09586865859336,-69.409312,33.594777,33.397009,8.93e-06,-1.33e-05,-9.23e-06,50193,,0,0
274,177756,7236,93805,,λ Aql,16 Aql/16Lam Aql/HD 177756/HIP 93805/HR 7236/HYG 93509/MN 274/λ Aql,,λ Aql,16 Aql,Aql,19.10415,-4.882554,30.259547235908048,-5.513356195436397,-19.68,-90.37,-12.0,37.9219,3.43,,,-0.096,B9Vn,53.161839507396266,10.770638,-36.216543,-3.227659,-7.36e-06,1.204e-05,-1.551e-05,93510,,0,0
275,89021,4033,50372,,Tania Borealis,33 UMa/33Lam UMa/HD 89021/HIP 50372/HR 4033/HYG 50230/MN 275/Tania Borealis/λ UMa,Tania Borealis,λ UMa,33 UMa,UMa,10.284952,42.914365,175.87133624821934,55.083141175390736,-170.11,-42.64,18.0,42.1585,3.45,,,0.029,A2IV,64.50598332848317,-27.815454,13.402145,28.706022,-2.4e-06,3.975e-05,6.15e-06,50230,,0,0
276,4614,219,3821,Gl 34A,Achird,24 Cas/24Eta Cas/Achird/Gl 34A/HD 4614/HIP 3821/HR 219/HYG 3814/MN 276/η Cas,Achird,η Cas,24 Cas,Cas,0.81826,57.815187,122.618801982809,-5.055136507372064,1087.11,-559.65,8.2,5.9531,3.46,3.507,3.457,0.587,G0V SB,1.2752637064597296,3.098462,0.674227,5.038376,1.105e-05,3.451e-05,-1.5e-06,3814,Gl  34,1,1
277,6805,334,5364,GJ 3075,η Cet,31 Cet/31Eta Cet/GJ 3075/HD 6805/HIP 5364/HR 334/HYG 5353/MN 277/η Cet,,η Cet,31 Cet,Cet,1.143164,-10.182264,137.16097548457705,-72.57848313823501,215.81,-138.33,12.9,37.9939,3.46,,,1.161,K2III,51.95172830110675,35.733354,11.025427,-6.716585,-3.61e-06,4.048e-05,-2.741e-05,5353,,0,0
278,65575,3117,38827,,χ Car,Chi Car/HD 65575/HIP 38827/HR 3117/HYG 38713/MN 278/χ Car,,χ Car,,Car,7.946313,-52.98236,266.6771766299493,-12.320237740447867,-28.38,16.76,19.0,139.47,3.46,3.467,3.457,-0.177,B3IVp,699.5197810512135,-40.958494,73.302689,-111.359983,6.63e-06,2.747e-05,-8.69e-06,38713,,0,1
279,135722,5681,74666,,δ Boo,49 Boo/49Del Boo/HD 135722/HIP 74666/HR 5681/HYG 74437/MN 279/δ Boo,,δ Boo,49 Boo,Boo,15.258376,33.314833,53.11243365288011,58.43126238229937,84.84,-110.57,-12.0,37.3413,3.46,,,0.961,G8III,50.164905677322295,-20.5232,-23.506036,20.509246,1.108e-05,-1.066e-05,-2.347e-05,74438,,0,0
280,16970,804,12706,Gl 106.1A,Kaffaljidhma,86 Cet/86Gam Cet/Gl 106.1A/HD 16970/HIP 12706/HR 804/HYG 12673/Kaffaljidhma/MN 280/γ Cet,Kaffaljidhma,γ Cet,86 Cet,Cet,2.721678,3.235818,168.91919966494424,-49.38239571686558,-146.43,-145.27,-5.1,24.4081,3.47,,,0.093,A3V,21.242224773886967,18.440324,15.931398,1.377729,8.12e-06,-1.588e-05,-1.746e-05,12673,Gl 106.1,1,0
281,120324,5193,67472,,μ Cen,HD 120324/HIP 67472/HR 5193/HYG 67258/MN 281/Mu Cen/μ Cen,,μ Cen,,Cen,13.826943,-42.473732,314.2377298492403,19.11722578512536,-23.85,-19.22,9.0,155.0388,3.47,3.484,3.424,-0.17,B2IV-Ve,856.6432555816563,-101.522043,-52.633292,-104.690333,-5.62e-06,1.728e-05,-1.687e-05,67259,,0,1
282,87737,3975,49583,,η Leo,30 Leo/30Eta Leo/HD 87737/HIP 49583/HR 3975/HYG 49441/MN 282/η Leo,,η Leo,30 Leo,Leo,10.122209,16.762664,219.53007025066665,50.75006576413647,-1.94,-0.53,3.0,389.1051,3.48,,,-0.031,A0Ib,5345.643593969719,-328.449984,175.868859,112.220999,-1.12e-06,4.75e-06,-7e-08,49441,,0,0
283,150997,6220,81833,,η Her,44 Her/44Eta Her/HD 150997/HIP 81833/HR 6220/HYG 81582/MN 283/η Her,,η Her,44 Her,Her,16.714933,38.922254,62.28102062259968,40.90355163265111,35.58,-84.98,8.0,33.3111,3.48,,,0.916,G8III-IV,39.192232245497664,-8.555377,-24.463195,20.928253,4.8e-07,-1.604e-05,-5.54e-06,81583,,0,0
284,10700,509,8102,Gl 71,τ Cet,52 Cet/52Tau Cet/Gl 71/HD 10700/HIP 8102/HR 509/HYG 8087/MN 284/τ Cet,,τ Cet,52 Cet,Cet,1.734479,-15.93748,173.1010840136723,-73.439607255048,-1721.82,854.07,-17.0,3.6502,3.49,,,0.727,G8V,0.4664445252037795,3.154083,1.539508,-1.00226,2.07e-06,-3.289e-05,1.931e-05,8087,,0,0
285,52877,2646,33856,,Nganurganity,22 CMa/22Sig CMa/HD 52877/HIP 33856/HR 2646/HYG 33769/MN 285/Nganurganity/σ CMa,Nganurganity,σ CMa,22 CMa,CMa,7.028652,-27.93483,239.16885521784184,-10.273791291862102,-6.01,4.64,22.0,343.6426,3.49,3.546,3.446,1.729,K4III,4134.281080471351,-80.775471,292.659236,-160.9853,3.4e-06,2.532e-05,-3.71e-06,33769,,0,1
286,98262,4377,55219,,Alula Borealis,54 UMa/54Nu UMa/Alula Borealis/HD 98262/HIP 55219/HR 4377/HYG 55054/MN 286/ν UMa,Alula Borealis,ν UMa,54 UMa,UMa,11.307983,33.094306,190.7270784478951,69.08105417733722,-26.61,27.51,-9.0,122.399,3.49,,,1.4,K3III SB,524.3243172456372,-100.864256,18.476143,66.832099,1.92e-05,1.254e-05,8.65e-06,55055,,0,0
287,133208,5602,73555,,Nekkar,42 Boo/42Bet Boo/HD 133208/HIP 73555/HR 5602/HYG 73326/MN 287/Nekkar/β Boo,Nekkar,β Boo,42 Boo,Boo,15.032436,40.390566,67.61898911964781,60.03870736808962,-40.2,-29.22,-20.0,69.0608,3.49,,,0.956,G8III,166.87835113653907,-36.876434,-37.508062,44.750903,-3.12e-06,1.602e-05,-2.071e-05,73327,,0,0
288,169467,6897,90422,,α Tel,Alp Tel/HD 169467/HIP 90422/HR 6897/HYG 90142/MN 288/α Tel,,α Tel,,Tel,18.449561,-45.968459,348.66523618414624,-15.184407932343689,-16.68,-53.33,-0.2,85.1789,3.49,,,-0.179,B3IV,253.98028137728156,6.951907,-58.794382,-61.23999,-8.72e-06,1.506e-05,-1.516e-05,90143,,0,0
289,215789,8675,112623,GJ 9796,ε Gru,Eps Gru/GJ 9796/HD 215789/HIP 112623/HR 8675/HYG 112262/MN 289/ε Gru,,ε Gru,,Gru,22.809239,-51.316864,338.30490582148906,-56.526420652616174,108.47,-65.93,-3.0,39.5257,3.49,,,0.083,A3V,54.651237451987186,23.513371,-7.577057,-30.854309,-4.84e-06,2.339e-05,-5.5e-06,112263,,0,0
290,50013,2538,32759,,κ CMa,13 CMa/13Kap CMa/HD 50013/HIP 32759/HR 2538/HYG 32672/MN 290/κ CMa,,κ CMa,13 CMa,CMa,6.830683,-32.508478,242.3552078872288,-14.494465025602706,-9.18,4.04,14.0,202.0202,3.5,3.586,3.436,-0.116,B1.5IVne,1415.1419329314303,-36.758571,166.353338,-108.570651,5.71e-06,1.581e-05,-4.36e-06,32672,,0,1
291,56986,2777,35550,Gl 271A,Wasat,55 Gem/55Del Gem/Gl 271A/HD 56986/HIP 35550/HR 2777/HYG 35453/MN 291/Wasat/δ Gem,Wasat,δ Gem,55 Gem,Gem,7.335383,21.98232,195.9849115045064,15.885102553649508,-18.72,-7.76,-15.3,18.5391,3.5,,,0.374,F0IV...,11.912420080273744,-5.888392,16.151258,6.939513,6.46e-06,-1.281e-05,-6.5e-06,35453,Gl 271,1,0
292,216228,8694,112724,,ι Cep,32 Cep/32Iot Cep/HD 216228/HIP 112724/HR 8694/HYG 112363/MN 292/ι Cep,,ι Cep,32 Cep,Cep,22.82802,66.200408,111.0652346067461,6.174981178823937,-66.1,-124.74,-12.0,35.3482,3.5,,,1.053,K0III,43.33112852118382,13.598133,-4.30834,32.34218,1.05e-05,-1.521e-05,-1.985e-05,112364,,0,0
