,MN,HD,HR,HIP,Gl,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Distance,Vmag,Vmag_min,Vmag_max,B-V,SpType,Luminosity,XJ2000,YJ2000,ZJ2000,VXJ2000,VYJ2000,VZJ2000,Primary,MultipleID,IsMultiple,IsVariable
7431,7432,1527,75,1575,,HD 1527,HD 1527/HIP 1575/HR 75/HYG 1571/MN 7432,,,,And,0.328212,40.729461,-25.3,-19.0,-38.0,175.1313,6.35,,,1.179,K1III,77.05485366297151,132.22443,11.389488,114.270874,-3.758e-05,-2.302e-05,-1.701e-05,1571,,0,0
7432,7433,6479,313,5141,,77 Psc,77 Psc/HD 6479/HIP 5141/HR 313/HYG 5130/MN 7433,,,77 Psc,Psc,1.097008,4.908372,11.75,-119.26,-7.0,40.6339,6.35,,,0.383,F4V...,4.145720317867256,38.826644,11.467903,3.476733,-2.402e-05,7.7e-07,-5.57e-06,5130,,0,0
7433,7434,8350,394,6427,,HD 8350,HD 8350/HIP 6427/HR 394/HYG 6413/MN 7434,,,,Cet,1.375134,-19.081208,-58.42,-64.95,-5.0,61.5006,6.35,,,0.493,F5/F6V,9.497296573624224,54.395522,20.475196,-20.105021,-1.663e-05,-2.023e-05,-4.31e-06,6413,,0,0
7434,7435,10110,470,7786,,HD 10110,HD 10110/HIP 7786/HR 470/HYG 7771/MN 7435,,,,Per,1.670308,53.868278,-16.19,-4.63,-62.0,214.1328,6.35,,,1.608,K5III,115.1330474155817,114.381083,53.469504,172.946808,-5.405e-05,-2.941e-05,-2.324e-05,7771,,0,0
7435,7436,10293,482,7963,,HD 10293,HD 10293/HIP 7963/HR 482/HYG 7948/MN 7436,,,,Cas,1.704915,58.627739,15.39,-8.22,-4.0,598.8024,6.35,,,-0.027,B8III,900.3264310597219,281.193797,134.56721,511.259216,-1.591e-05,4.817e-05,-2.83e-06,7948,,0,0
7436,7437,11183,532,8480,,HD 11183,HD 11183/HIP 8480/HR 532/HYG 8464/MN 7437,,,,For,1.822059,-31.072463,85.62,-16.48,20.0,154.0832,6.35,,,1.222,K2/K3III,59.64856499193782,117.242366,60.593443,-79.525782,-2.11e-05,6.194e-05,-1.944e-05,8464,,0,0
7437,7438,13747,0,10446,,HD 13747,HD 13747/HIP 10446/HYG 10422/MN 7438,,,,Tri,2.24388,28.691185,159.02,-99.15,18.0,64.2261,6.35,,,0.957,K1III,10.365732567670046,46.895526,31.22609,30.834291,-1.824e-05,5.838e-05,-1.66e-06,10422,,0,0
7438,7439,15646,734,11479,,HD 15646,HD 15646/HIP 11479/HR 734/HYG 11452/MN 7439,,,,Hor,2.467878,-64.299768,34.24,6.15,10.0,119.1895,6.35,,,-0.025,A0V,35.67795882885623,41.270016,31.119827,-107.398791,-7.67e-06,2.039e-05,-5.81e-06,11452,,0,0
7439,7440,17098,814,12708,,HD 17098,HD 17098/HIP 12708/HR 814/HYG 12675/MN 7440,,,,Eri,2.722287,-40.527905,14.73,14.11,16.0,182.4818,6.35,,,-0.022,B9V,83.63729915840261,104.942902,90.694017,-118.580109,-1.15e-06,2.33e-05,7.03e-06,12675,,0,0
7440,7441,16955,803,12744,,HD 16955,HD 16955/HIP 12744/HR 803/HYG 12711/MN 7441,,,,Ari,2.730901,25.638343,-5.2,4.38,-11.0,104.2753,6.35,,,0.089,A3V,27.31492422089182,70.988446,61.629999,45.11875,-2.87e-06,-9.26e-06,-6.66e-06,12711,,0,0
7441,7442,17743,846,13424,,HD 17743,HD 17743/HIP 13424/HR 846/HYG 13390/MN 7442,,,,Per,2.881118,52.997353,0.22,-15.25,1.0,307.6923,6.35,,,0.093,B8III,237.9030445880624,134.957082,126.807521,245.725448,-1.287e-05,1.31e-05,1.346e-05,13390,,0,0
7442,7443,22905,1120,17136,,HD 22905,HD 22905/HIP 17136/HR 1120/HYG 17095/MN 7443,,,,Eri,3.669844,-15.226534,-3.76,-14.11,-19.0,199.6008,6.35,,,0.881,G8/K0III+..,100.09214583192956,110.335918,157.855304,-52.422323,-8.07e-06,-2.039e-05,-9.81e-06,17095,,0,0
7443,7444,24368,0,18201,,HD 24368,HD 24368/HIP 18201/HYG 18156/MN 7444,,,,Tau,3.89291,25.682883,21.06,-34.22,9.9,161.0306,6.35,,,0.11,A2V,65.16283940608425,76.055518,123.59582,69.789069,-1.969e-05,2.625e-05,-3.15e-06,18156,,0,0
7444,7445,25102,1233,18658,,HD 25102,HD 25102/HIP 18658/HR 1233/HYG 18611/MN 7445,,,,Tau,3.994581,10.330402,133.06,-3.5,40.0,40.032,6.35,,,0.417,F5V,4.025316189742117,19.74008,34.079087,7.178773,6.67e-06,4.787e-05,-2.11e-06,18611,,0,0
7445,7446,28591,0,21144,,HD 28591,HD 28591/HIP 21144/HYG 21091/MN 7446,,,,Per,4.532485,36.742688,4.23,-67.69,20.4,116.0093,6.35,6.365,6.315,1.089,G5,33.7909187437723,34.84328,86.185035,69.399464,-1.802e-05,3.75e-05,1.26e-05,21091,,0,1
7446,7447,30608,1539,22280,,ζ Cae,HD 30608/HIP 22280/HR 1539/HYG 22227/MN 7447/Zet Cae/ζ Cae,,ζ Cae,,Cae,4.797104,-30.020372,28.97,92.79,6.0,131.7523,6.35,,,1.071,K0III,43.61139713930644,35.334097,108.467357,-65.916742,4.824e-05,3.898e-05,-6.76e-06,22227,,0,0
7447,7448,34762,1750,24984,,HD 34762,HD 34762/HIP 24984/HR 1750/HYG 24923/MN 7448,,,,Tau,5.349815,27.957262,-14.92,-14.55,7.0,166.113,6.35,,,0.039,B9IV,69.3106545149936,24.855191,144.606736,77.875933,-6.99e-06,9.61e-06,1.384e-05,24923,,0,0
7448,7449,35909,1819,25638,,HD 35909,HD 35909/HIP 25638/HR 1819/HYG 25574/MN 7449,,,,Ori,5.476326,13.678979,10.32,-15.07,25.0,93.5454,6.35,,,0.168,A4V,21.97859872784824,12.422108,90.039434,22.121827,-5.9e-07,2.685e-05,-1.02e-06,25574,,0,0
7449,7450,38056,1966,26796,,HD 38056,HD 38056/HIP 26796/HR 1966/HYG 26731/MN 7450,,,,Col,5.690812,-33.400741,4.96,-12.26,29.0,153.6098,6.35,,,-0.04,B9.5V,59.26523352402154,10.369062,127.820045,-84.561039,-2.395e-05,1.997e-05,-2.09e-06,26731,,0,0
7450,7451,37784,1954,26853,,HD 37784,HD 37784/HIP 26853/HR 1954/HYG 26788/MN 7451,,,,Tau,5.701107,22.660325,-0.36,-25.09,-21.0,99.7009,6.35,,,1.194,K2,24.957437948315693,7.191993,91.722795,38.411407,-1.946e-05,-1.511e-05,-1.01e-06,26788,,0,0
7451,7452,39963,2073,27660,,HD 39963,HD 39963/HIP 27660/HR 2073/HYG 27591/MN 7452,,,,Dor,5.856416,-64.033566,-7.98,16.77,13.0,346.0208,6.35,,,0.866,G8III,300.8846276645727,5.693779,151.396337,-311.090348,3.6e-07,3.059e-05,1.455e-05,27591,,0,0
7452,7453,39866,2066,28117,,HD 39866,HD 39866/HIP 28117/HR 2066/HYG 28046/MN 7453,,,,Aur,5.942713,28.942266,1.19,-2.21,19.0,100000.0,6.35,,,0.275,A2II,25118864.315095823,1312.399832,87500.936647,48392.806558,-0.00092814,0.00054405,-0.00056878,28046,,0,0
7453,7454,41700,2157,28764,GJ 9200,HD 41700,GJ 9200/HD 41700/HIP 28764/HR 2157/HYG 28693/MN 7454,,,,Pup,6.074572,-45.036603,-82.08,246.35,25.8,26.5675,6.35,,,0.517,G0IV-V,1.7733726245425578,-0.366477,18.77064,-18.79822,3.75e-06,4.129e-05,9.77e-06,28693,,0,0
7454,7455,44780,0,30501,,HD 44780,HD 44780/HIP 30501/HYG 30428/MN 7455,,,,Gem,6.412152,25.048714,1.79,-1.67,17.2,245.098,6.35,,,1.21,K2III,150.93848966549518,-23.912579,220.754867,103.77178,5.65e-06,1.645e-05,-3.92e-06,30428,,0,0
7455,7456,44867,2302,30517,,HD 44867,HD 44867/HIP 30517/HR 2302/HYG 30445/MN 7456,,,,Ori,6.414658,16.05713,23.31,-41.37,77.0,141.0437,6.35,,,1.063,G9III,49.98043135782393,-14.68516,134.743862,39.012272,-5.4e-06,8.128e-05,-2.489e-05,30445,,0,0
7456,7457,45380,2328,30675,,HD 45380,HD 45380/HIP 30675/HR 2328/HYG 30602/MN 7457,,,,Mon,6.445792,-7.511936,4.54,-11.8,20.0,75.4148,6.35,,,-0.061,A0Vn,14.282360800191825,-8.706206,74.259122,-9.859206,-6.95e-06,1.939e-05,-3.94e-06,30602,,0,0
7457,7458,47247,2433,31593,,HD 47247,HD 47247/HIP 31593/HR 2433/HYG 31514/MN 7458,,,,CMa,6.611407,-22.614732,-8.05,7.74,34.0,322.5806,6.35,6.413,6.333,-0.117,B3V,261.3364576189024,-47.460846,293.97154,-124.042901,-2.2e-06,3.829e-05,6.57e-06,31514,,0,1
7458,7459,47270,2434,31889,,HD 47270,HD 47270/HIP 31889/HR 2434/HYG 31806/MN 7459,,,,Aur,6.666078,44.014114,22.35,4.09,-30.0,212.3142,6.35,,,1.222,K1III,113.24003632355566,-26.491137,150.373904,147.523267,-1.829e-05,-2.86e-05,-1.832e-05,31806,,0,0
7459,7460,49059,2499,32539,,HD 49059,HD 49059/HIP 32539/HR 2499/HYG 32453/MN 7460,,,,Gem,6.789849,18.193452,-0.02,-43.08,21.0,176.6784,6.35,,,0.066,A2V,78.41515405281218,-34.460728,164.270346,55.16371,-2.835e-05,3.125e-05,-6.54e-06,32453,,0,0
7460,7461,60312,2895,36657,,HD 60312,HD 60312/HIP 36657/HR 2895/HYG 36551/MN 7461,,,,Pup,7.53952,-35.961188,-13.83,4.24,23.0,196.4637,6.35,,,-0.096,B8V,96.91700839472904,-62.371384,146.278617,-115.370893,-1.054e-05,2.486e-05,3.72e-06,36551,,0,0
7461,7462,65123,3098,38870,,HD 65123,HD 65123/HIP 38870/HR 3098/HYG 38756/MN 7462,,,,CMi,7.954526,1.127029,-164.71,2.9,3.7,61.9579,6.35,,,0.507,F6V,9.638290236239705,-30.332128,54.011688,1.218657,9.5e-07,2.751e-05,4.129e-05,38756,,0,0
7462,7463,66005,3142,39035,,HD 66005,HD 66005/HIP 39035/HR 3142/HYG 38925/MN 7463,,,,Pup,7.986752,-49.976851,-5.37,7.53,13.0,100000.0,6.35,6.651,6.091,-0.151,B2IV-V,25118864.315095823,-31961.485993,55805.03311,-76578.467704,0.00233733,0.0037269,0.00086543,38925,,0,1
7463,7464,66885,0,39514,,HD 66885,HD 66885/HIP 39514/HYG 39403/MN 7464,,,,Pup,8.075733,-25.699737,-16.32,-16.01,0.0,259.0674,6.35,,,1.461,K5/M0III,168.5776517828978,-120.705189,199.811368,-112.34586,-1.812e-05,3.13e-06,2.205e-05,39403,,0,0
7464,7465,66824,3167,39722,,28 Lyn,28 Lyn/HD 66824/HIP 39722/HR 3167/HYG 39610/MN 7465,,,28 Lyn,Lyn,8.119429,43.260365,-12.56,-34.36,9.0,193.4236,6.35,,,-0.02,A1V,94.015616880357,-74.209202,119.727169,132.5561,-1.715e-05,3.067e-05,-5.15e-06,39610,,0,0
7465,7466,72324,3369,41940,,υ2 Cnc,32 Cnc/32Ups2Cnc/HD 72324/HIP 41940/HR 3369/HYG 41821/MN 7466/υ2 Cnc,,υ2 Cnc,32 Cnc,Cnc,8.55003,24.08479,-64.67,-47.47,75.0,170.3578,6.35,,,1.032,G9III,72.91216599950674,-96.287048,122.137652,69.521269,-4.49e-06,0.00010062,-1.132e-05,41821,,0,0
7466,7467,72908,3392,42142,,HD 72908,HD 72908/HIP 42142/HR 3392/HYG 42023/MN 7467,,,,Hya,8.590266,2.743449,-1.5,3.8,-4.0,160.5136,6.35,,,1.023,G9III,64.7440704568815,-100.580817,124.85623,7.68281,2.76e-06,-2.56e-06,3.56e-06,42023,,0,0
7467,7468,74148,3443,42440,,HD 74148,HD 74148/HIP 42440/HR 3443/HYG 42321/MN 7468,,,,Car,8.653672,-60.317289,-41.25,19.94,9.0,136.9863,6.35,,,-0.002,A0V,47.1194269420276,-43.426488,52.112878,-119.011162,-1.44e-06,2.988e-05,1.076e-05,42321,,0,0
7468,7469,75289,3497,43177,,HD 75289,HD 75289/HIP 43177/HR 3497/HYG 43057/MN 7469,,,,Vel,8.794554,-41.736792,-20.5,-227.68,14.0,29.146,6.35,,,0.578,G0Ia0:,2.1340274428489754,-14.52996,16.18351,-19.402857,-3.354e-05,-6.05e-06,9.32e-06,43057,,0,0
7469,7470,75487,3506,43624,,HD 75487,HD 75487/HIP 43624/HR 3506/HYG 43501/MN 7470,,,,UMa,8.884983,59.05614,15.5,-1.18,9.0,60.5694,6.35,,,0.414,F5IV-V,9.212977276685557,-21.349629,22.675667,51.94872,7.72e-06,5.4e-07,-6.76e-06,43501,,0,0
7470,7471,89805,0,50562,,HD 89805,HD 89805/HIP 50562/HYG 50420/MN 7471,,,,Car,10.328344,-65.137238,-8.43,2.13,0.0,436.6812,6.35,,,1.556,K2II,479.0711300030745,-166.297435,77.8105,-396.20848,1.9e-06,1.79e-05,3.86e-06,50420,,0,0
7471,7472,92740,4188,52308,,HD 92740,HD 92740/HIP 52308/HR 4188/HYG 52157/MN 7472,,,,Car,10.6882,-59.676916,-7.81,2.58,33.0,100000.0,6.35,6.378,6.328,0.088,WN7 + A(SB1),25118864.315095823,-47539.358406,17000.044497,-86319.2212,0.00060232,0.00393424,0.00024223,52157,,0,1
7472,7473,93739,0,52785,,HD 93739,HD 93739/HIP 52785/HYG 52632/MN 7473,,,,Car,10.791836,-69.437733,-8.29,0.3,0.0,427.3504,6.35,,,-0.085,B2IV,458.7752705471357,-142.650478,46.687353,-400.124351,2.2e-07,1.65e-05,4.79e-06,52632,,0,0
7473,7474,95441,4297,53849,,HD 95441,HD 95441/HIP 53849/HR 4297/HYG 53693/MN 7474,,,,Crt,11.015941,-15.792682,86.61,-36.82,-5.0,145.1379,6.35,,,1.172,K0III,52.91758304203464,-135.050208,35.583174,-39.500333,-2.354e-05,-6.198e-05,-3.95e-06,53693,,0,0
7474,7475,97393,4346,54725,,HD 97393,HD 97393/HIP 54725/HR 4346/HYG 54565/MN 7475,,,,Hya,11.204108,-32.433793,11.58,13.29,27.0,281.6901,6.35,,,1.683,M2/M3III,199.34254564980927,-232.607584,49.180838,-151.077484,5.1e-07,-8.64e-06,-3.56e-05,54565,,0,0
7475,7476,98617,4385,55225,,HD 98617,HD 98617/HIP 55225/HR 4385/HYG 55060/MN 7476,,,,Cha,11.309511,-79.668651,57.7,-20.06,-4.0,61.1247,6.35,,,0.266,A8IIIm...,9.384259312370176,-10.783529,1.970724,-60.133654,2.96e-06,-1.8e-05,3.4e-06,55061,,0,0
7476,7477,99329,4410,55791,,80 Leo,80 Leo/HD 99329/HIP 55791/HR 4410/HYG 55624/MN 7477,,,80 Leo,Leo,11.430571,3.86011,-83.06,-34.72,-3.0,55.9284,6.35,6.364,6.334,0.345,F3IV,7.855973322609894,-55.182583,8.2879,3.765136,-9.6e-06,2.191e-05,5.75e-06,55625,,0,1
7477,7478,101391,4493,56944,,HD 101391,HD 101391/HIP 56944/HR 4493/HYG 56773/MN 7478,,,,UMa,11.674287,57.970404,-9.39,12.68,4.0,156.0062,6.35,,,-0.092,B9p...,61.15049825170284,-82.438411,7.046753,132.258071,8.55e-06,6.57e-06,6.54e-06,56774,,0,0
7478,7479,108395,0,60780,,HD 108395,HD 108395/HIP 60780/HYG 60591/MN 7479,,,,Cru,12.45801,-58.316445,-1.09,13.97,0.0,264.5503,6.35,,,1.612,K4III,175.87333541355733,-137.95139,-16.621038,-225.122226,9.41e-06,-4.4e-07,-1.53e-05,60592,,0,0
7479,7480,109980,4811,61692,,9 CVn,9 CVn/HD 109980/HIP 61692/HR 4811/HYG 61498/MN 7480,,,9 CVn,CVn,12.646189,40.874662,-24.25,-13.49,-15.0,67.8426,6.35,,,0.204,A7Vn,11.566447741656456,-50.566292,-8.636934,44.39655,-1.339e-05,9.33e-06,7.23e-06,61499,,0,0
7480,7481,122837,5277,68763,,HD 122837,HD 122837/HIP 68763/HR 5277/HYG 68543/MN 7481,,,,Vir,14.074161,-14.971708,-35.28,-21.42,-15.0,125.9446,6.35,,,1.081,K1III+...,39.847400971777496,-104.167616,-62.868721,-32.536751,-8.67e-06,2.785e-05,4.45e-06,68544,,0,0
7481,7482,124162,5309,69398,,HD 124162,HD 124162/HIP 69398/HR 5309/HYG 69175/MN 7482,,,,Hya,14.206824,-24.363352,19.9,-5.22,11.0,171.2329,6.35,,,1.351,K2III,73.65462114702305,-130.667463,-85.188721,-70.637353,-8.59e-06,-1.846e-05,1.93e-06,69176,,0,0
7482,7483,125279,0,69977,,HD 125279,HD 125279/HIP 69977/HYG 69753/MN 7483,,,,Hya,14.318655,-27.141147,-23.12,3.03,0.0,277.0083,6.35,,,1.591,K5III,192.6637459524081,-202.467447,-140.612828,-126.366781,3.62e-06,2.444e-05,-1.923e-05,69754,,0,0
7483,7484,133029,5597,73454,,HD 133029,HD 133029/HIP 73454/HR 5597/HYG 73226/MN 7484,,,,Boo,15.010756,47.277441,-8.22,15.49,-14.0,169.7793,6.35,6.365,6.335,-0.099,B9p SiSrCr,72.37690370745293,-81.219502,-81.678171,124.727852,-1.87e-06,1.83e-05,8.66e-06,73227,,0,1
7484,7485,134044,5630,73941,,HD 134044,HD 134044/HIP 73941/HR 5630/HYG 73712/MN 7485,,,,Boo,15.109765,36.456063,-64.31,40.36,-5.0,29.8329,6.35,,,0.537,F8V,2.2346010577312225,-16.472493,-17.447476,17.726867,1.66e-06,1.19e-05,-1.56e-06,73713,,0,0
7485,7486,139613,5822,76739,,HD 139613,HD 139613/HIP 76739/HR 5822/HYG 76502/MN 7486,,,,Lup,15.670981,-31.213771,-49.77,-31.64,-22.0,253.8071,6.35,,,1.418,K3III,161.88253626421067,-124.302947,-177.950318,-131.531006,-2.163e-05,6.738e-05,-2.763e-05,76503,,0,0
7486,7487,144362,5989,78849,,HD 144362,HD 144362/HIP 78849/HR 5989/HYG 78608/MN 7487,,,,Oph,16.09571,-6.291129,50.0,5.83,-11.0,87.3362,6.35,,,0.413,F2IV,19.16019832068458,-41.50789,-76.243679,-9.570326,3.69e-06,-5.4e-07,2.381e-05,78609,,0,0
7487,7488,148390,0,80610,,HD 148390,HD 148390/HIP 80610/HYG 80366/MN 7488,,,,Oph,16.458964,2.870633,6.39,-10.38,0.0,238.0952,6.35,,,1.638,K5,142.42951649732905,-93.355681,-218.704956,11.924057,-1.197e-05,-3.45e-06,6.55e-06,80367,,0,0
7488,7489,150275,6191,80850,,HD 150275,HD 150275/HIP 80850/HR 6191/HYG 80604/MN 7489,,,,UMi,16.510839,77.446514,-103.74,272.94,-32.0,115.6069,6.35,,,0.995,K1III,33.573761424295455,-9.550221,-23.241548,112.842868,1.3e-06,0.00016678,5.67e-06,80605,,0,0
7489,7490,151965,0,82554,,HD 151965,HD 151965/HIP 82554/HYG 82302/MN 7490,,,,Sco,16.874283,-40.723153,-9.27,-19.9,0.0,180.5054,6.35,6.372,6.322,-0.141,B9p Si,81.80879579457473,-39.735476,-130.901747,-117.762574,-1.32e-05,1.323e-05,-4.46e-06,82303,,0,1
7490,7491,152830,6290,82798,,HD 152830,HD 152830/HIP 82798/HR 6290/HYG 82545/MN 7491,,,,Her,16.921108,13.61991,37.01,-34.06,-5.0,77.5795,6.35,6.361,6.341,0.339,F5II,15.121678487917672,-21.014317,-72.410192,18.268399,-1.365e-05,-2e-06,1.391e-05,82546,,0,1
7491,7492,153312,6307,83007,,HD 153312,HD 153312/HIP 83007/HR 6307/HYG 82750/MN 7492,,,,Her,16.961752,24.38126,6.48,-20.08,-22.0,151.2859,6.35,,,1.089,K0III,57.49101815675037,-36.99462,-132.734863,62.451728,-2.27e-05,1.261e-05,8.45e-06,82751,,0,0
7492,7493,154301,6343,83493,,HD 154301,HD 154301/HIP 83493/HR 6343/HYG 83235/MN 7493,,,,Her,17.064628,19.690513,-22.94,8.55,-39.0,229.8851,6.35,,,1.518,A...,132.8005886243731,-52.474298,-209.985298,77.457223,-4.47e-06,4.575e-05,-1.492e-05,83236,,0,0
7493,7494,154962,6372,83906,,HD 154962,HD 154962/HIP 83906/HR 6372/HYG 83648/MN 7494,,,,Oph,17.148478,-3.882991,-54.85,-158.21,15.0,34.9284,6.35,,,0.697,G8IV-V,3.064784905370031,-7.704488,-33.986005,-2.36533,-2.777e-05,-1.11e-05,-1.204e-05,83649,,0,0
7494,7495,157257,6463,84938,,HD 157257,HD 157257/HIP 84938/HR 6463/HYG 84678/MN 7495,,,,Her,17.35929,16.731229,-6.46,-15.5,39.0,306.7485,6.35,,,1.608,M2III,236.3741608116292,-49.044339,-289.639899,88.307634,-1.059e-05,-4.26e-05,-1.696e-05,84679,,0,0
7495,7496,167564,6830,89512,,HD 167564,HD 167564/HIP 89512/HR 6830/HYG 89233/MN 7496,,,,Ser,18.266092,-3.617992,-0.5,-3.52,-22.0,134.7709,6.35,,,0.201,A4V,45.62469770768503,9.362195,-134.17587,-8.50456,-8.8e-07,2.252e-05,-1.9e-06,89234,,0,0
7496,7497,169885,6911,90146,,HD 169885,HD 169885/HIP 90146/HR 6911/HYG 89866/MN 7497,,,,Dra,18.396658,53.300837,23.59,-10.67,-4.0,101.1122,6.35,,,0.168,A3m,25.68029450667349,6.263693,-60.100467,81.070154,-6.41e-06,-5.4e-07,1.168e-05,89867,,0,0
7497,7498,172021,6996,91733,,HD 172021,HD 172021/HIP 91733/HR 6996/HYG 91448/MN 7498,,,,Pav,18.706285,-64.643044,-3.22,-28.75,-9.0,205.7613,6.35,,,0.153,A5V,106.36530750764376,16.200865,-86.61646,-185.937625,-3.96e-06,2.876e-05,-8.65e-06,91449,,0,0
7498,7499,173282,7038,92016,,HD 173282,HD 173282/HIP 92016/HR 7038/HYG 91728/MN 7499,,,,Sgr,18.755182,-21.001615,26.75,-28.35,2.0,61.1247,6.35,,,0.458,F5/F6V,9.384259312370176,11.208607,-55.952593,-21.906749,-8.58e-06,2.64e-06,7.56e-06,91729,,0,0
7499,7500,172226,0,93117,,HD 172226,HD 172226/HIP 93117/HYG 92823/MN 7500,,,,Oct,18.969455,-83.422198,16.9,-13.03,0.0,169.4915,6.35,,,-0.033,B9/B9.5V,72.17719496686992,4.875113,-18.793622,-168.375775,-1.23e-06,1.378e-05,1.077e-05,92824,,0,0
7500,7501,176246,7168,93315,,HD 176246,HD 176246/HIP 93315/HR 7168/HYG 93021/MN 7501,,,,Sgr,19.006892,-24.942171,55.54,41.2,-25.0,181.8182,6.35,,,1.253,K0III,83.02330159249539,42.956335,-159.165775,-76.673242,4.371e-05,2.035e-05,4.521e-05,93022,,0,0
7501,7502,177483,7229,93466,,HD 177483,HD 177483/HIP 93466/HR 7229/HYG 93172/MN 7502,,,,Dra,19.035288,52.261058,-7.47,-32.73,4.0,214.1328,6.35,,,0.983,G8III:...,115.1330474155817,35.089695,-126.278505,169.337898,-1.756e-05,-3.038e-05,3.9e-07,93173,,0,0
7502,7503,179422,7280,94290,,HD 179422,HD 179422/HIP 94290/HR 7280/HYG 93994/MN 7503,,,,Lyr,19.191939,26.735871,33.02,-31.94,-27.0,43.4972,6.35,,,0.444,F5V,4.751163763775614,11.926301,-36.970651,19.568335,-1.844e-05,2.272e-05,-1e-08,93995,,0,0
7503,7504,184313,0,96204,,HD 184313,HD 184313/HIP 96204/HYG 95901/MN 7504,,,,Aql,19.562786,5.465708,-5.11,-23.67,-51.4,202.4291,6.35,6.411,6.171,1.471,M8V,102.8963572296754,80.163473,-184.876722,19.281323,-2.813e-05,4.399e-05,-2.454e-05,95902,,0,1
7504,7505,193469,0,100155,,HD 193469,HD 193469/HIP 100155/HYG 99831/MN 7505,,,,Cyg,20.315983,39.004184,-2.12,-8.08,8.0,100000.0,6.35,,,1.871,K5Ib,25118864.315095823,44283.013998,-63858.115221,62937.713701,-0.00303872,-0.00261668,0.00056392,99832,,0,0
7505,7506,194578,0,100781,,HD 194578,HD 194578/HIP 100781/HYG 100454/MN 7506,,,,Del,20.433777,13.911612,25.12,-27.49,0.0,364.9635,6.35,,,1.453,K5,334.50298682601374,210.753998,-284.748487,87.746269,-4.721e-05,1.704e-05,4.268e-05,100455,,0,0
7506,7507,195206,7832,101211,,HD 195206,HD 195206/HIP 101211/HR 7832/HYG 100884/MN 7507,,,,Mic,20.515778,-29.112666,18.53,-6.31,-20.0,209.205,6.35,,,0.227,A5V,109.95120668793496,111.864334,-144.544188,-101.784112,4.36e-06,2.81e-05,2.02e-06,100885,,0,0
7507,7508,195549,7842,101384,,HD 195549,HD 195549/HIP 101384/HR 7842/HYG 101057/MN 7508,,,,Cap,20.547877,-24.943829,5.27,-42.89,-11.0,114.1553,6.35,,,0.001,A0V,32.71899836231792,64.03536,-81.321403,-48.142622,-1.678e-05,1.768e-05,-1.021e-05,101058,,0,0
7508,7509,198751,7991,103103,,HD 198751,HD 198751/HIP 103103/HR 7991/HYG 102771/MN 7509,,,,Mic,20.890266,-30.718954,34.13,-18.37,-7.0,174.5201,6.35,,,1.1,K1III,76.48917910070716,102.997543,-109.092151,-89.149606,-9.7e-06,3.007e-05,1.132e-05,102772,,0,0
7509,7510,203886,8197,105689,,HD 203886,HD 203886/HIP 105689/HR 8197/HYG 105347/MN 7510,,,,Vul,21.406426,24.528393,34.94,-9.96,-24.0,146.6276,6.35,,,1.057,K0III,54.000775906659264,103.808544,-83.773725,60.871497,-1.663e-05,3.151e-05,5.1e-07,105348,,0,0
7510,7511,203532,8176,106474,,HD 203532,HD 203532/HIP 106474/HR 8176/HYG 106131/MN 7511,,,,Oct,21.565135,-82.683084,22.61,-2.5,-5.0,217.3913,6.35,,,0.089,B3IV,118.68613846449205,22.2494,-16.477277,-215.621014,4.74e-06,2.109e-05,1.156e-05,106132,,0,0
7511,7512,213644,8587,111296,,HD 213644,HD 213644/HIP 111296/HR 8587/HYG 110946/MN 7512,,,,Peg,22.546363,15.863263,20.43,17.1,-28.0,183.1502,6.35,,,1.19,K0,84.25583753398264,163.570802,-65.438719,50.062668,6.78e-06,2.861e-05,-2.269e-05,110947,,0,0
7512,7513,215729,8672,112694,,HD 215729,HD 215729/HIP 112694/HR 8672/HYG 112336/MN 7513,,,,Ind,22.821516,-70.347982,12.96,32.95,8.0,105.4852,6.35,,,0.071,A2V,27.95117053991844,33.80034,-10.772249,-99.34102,-2.04e-06,6.6e-07,1.975e-05,112337,,0,0
7513,7514,217186,8738,113465,,HD 217186,HD 217186/HIP 113465/HR 8738/HYG 113104/MN 7514,,,,Psc,22.978507,7.340074,-29.32,-67.77,-1.0,90.0901,6.35,,,0.052,A1V,20.37980386287056,86.175752,-23.61122,11.50976,-2.949e-05,-1.308e-05,-7.2e-07,113105,,0,0
7514,7515,219841,8867,114984,,HD 219841,HD 219841/HIP 114984/HR 8867/HYG 114619/MN 7515,,,,Cep,23.288574,75.299025,17.81,-3.06,-8.0,183.8235,6.35,,,0.049,A2Vs,84.87895030072441,45.842912,-8.638296,177.805681,-8.61e-06,1.549e-05,3.49e-06,114622,,0,0
7515,7516,219912,8871,115178,,HD 219912,HD 219912/HIP 115178/HR 8871/HYG 114812/MN 7516,,,,Scl,23.328651,-33.708052,42.71,-37.68,23.0,181.8182,6.35,,,1.308,K2III,83.02330159249539,148.920259,-26.446888,-100.902185,-4.068e-05,3.687e-05,7.7e-06,114815,,0,0
7516,7517,221147,0,115945,,11 Psc,11 Psc/HD 221147/HIP 115945/HYG 115577/MN 7517,,,11 Psc,Psc,23.49083,-1.791213,-14.39,-22.0,12.0,279.3296,6.35,,,1.125,K0,196.06496672266013,276.716394,-37.106469,-8.73114,-3.016e-05,-2.082e-05,8.65e-06,115580,,0,0
